Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;defectFixed;defectType;numberRepairs;phoneType
1035;Repair (Complex);SolverC3;1970/01/23 09:29:00.000;1970/01/23 10:15:00.000;Variant 10;10;;;;
1035;Inform User;System;1970/01/23 09:44:00.000;1970/01/23 09:44:00.000;Variant 10;10;;;;
1035;Test Repair;Tester4;1970/01/23 10:15:00.000;1970/01/23 10:24:00.000;Variant 10;10;true;;0;
1036;Register;System;1970/01/22 07:02:00.000;1970/01/22 07:02:00.000;Variant 10;10;;;;
1036;Analyze Defect;Tester4;1970/01/22 07:02:00.000;1970/01/22 07:12:00.000;Variant 10;10;;7;;T2
1036;Repair (Complex);SolverC2;1970/01/22 07:34:00.000;1970/01/22 07:49:00.000;Variant 10;10;;;;
1036;Inform User;System;1970/01/22 07:37:00.000;1970/01/22 07:37:00.000;Variant 10;10;;;;
1036;Test Repair;Tester3;1970/01/22 07:49:00.000;1970/01/22 07:57:00.000;Variant 10;10;true;;0;
1037;Register;System;1970/01/23 09:04:00.000;1970/01/23 09:04:00.000;Variant 12;12;;;;
1037;Analyze Defect;Tester3;1970/01/23 09:04:00.000;1970/01/23 09:11:00.000;Variant 12;12;;4;;T3
1037;Repair (Simple);SolverS2;1970/01/23 09:22:00.000;1970/01/23 09:29:00.000;Variant 12;12;;;;
1037;Test Repair;Tester6;1970/01/23 09:29:00.000;1970/01/23 09:38:00.000;Variant 12;12;true;;1;
1037;Inform User;System;1970/01/23 09:47:00.000;1970/01/23 09:47:00.000;Variant 12;12;;;;
1038;Register;System;1970/01/22 23:36:00.000;1970/01/22 23:36:00.000;Variant 13;13;;;;
1038;Analyze Defect;Tester2;1970/01/22 23:36:00.000;1970/01/22 23:41:00.000;Variant 13;13;;5;;T3
1038;Repair (Complex);SolverC1;1970/01/22 23:48:00.000;1970/01/23 00:04:00.000;Variant 13;13;;;;
1038;Test Repair;Tester2;1970/01/23 00:04:00.000;1970/01/23 00:10:00.000;Variant 13;13;true;;0;
1038;Inform User;System;1970/01/23 00:29:00.000;1970/01/23 00:29:00.000;Variant 13;13;;;;
1039;Register;System;1970/01/23 11:42:00.000;1970/01/23 11:42:00.000;Variant 26;26;;;;
1039;Analyze Defect;Tester1;1970/01/23 11:42:00.000;1970/01/23 11:52:00.000;Variant 26;26;;10;;T1
1039;Inform User;System;1970/01/23 12:12:00.000;1970/01/23 12:12:00.000;Variant 26;26;;;;
1039;Repair (Complex);SolverC3;1970/01/23 12:16:00.000;1970/01/23 13:03:00.000;Variant 26;26;;;;
1039;Test Repair;Tester6;1970/01/23 13:03:00.000;1970/01/23 13:08:00.000;Variant 26;26;true;;0;
104;Register;System;1970/01/04 14:29:00.000;1970/01/04 14:29:00.000;Variant 2;2;;;;
104;Analyze Defect;Tester6;1970/01/04 14:29:00.000;1970/01/04 14:37:00.000;Variant 2;2;;6;;T2
104;Repair (Complex);SolverC2;1970/01/04 14:44:00.000;1970/01/04 15:02:00.000;Variant 2;2;;;;
104;Test Repair;Tester5;1970/01/04 15:02:00.000;1970/01/04 15:08:00.000;Variant 2;2;true;;0;
104;Inform User;System;1970/01/04 15:25:00.000;1970/01/04 15:25:00.000;Variant 2;2;;;;
104;Archive Repair;System;1970/01/04 15:25:00.000;1970/01/04 15:25:00.000;Variant 2;2;true;;0;
1040;Register;System;1970/01/23 10:24:00.000;1970/01/23 10:24:00.000;Variant 12;12;;;;
1040;Analyze Defect;Tester6;1970/01/23 10:24:00.000;1970/01/23 10:31:00.000;Variant 12;12;;4;;T3
1040;Repair (Simple);SolverS3;1970/01/23 10:52:00.000;1970/01/23 11:11:00.000;Variant 12;12;;;;
1040;Test Repair;Tester3;1970/01/23 11:11:00.000;1970/01/23 11:20:00.000;Variant 12;12;true;;1;
1040;Inform User;System;1970/01/23 11:21:00.000;1970/01/23 11:21:00.000;Variant 12;12;;;;
1041;Register;System;1970/01/23 09:15:00.000;1970/01/23 09:15:00.000;Variant 50;50;;;;
1041;Analyze Defect;Tester3;1970/01/23 09:15:00.000;1970/01/23 09:25:00.000;Variant 50;50;;2;;T3
1041;Repair (Simple);SolverS1;1970/01/23 09:55:00.000;1970/01/23 10:00:00.000;Variant 50;50;;;;
1041;Test Repair;Tester5;1970/01/23 10:00:00.000;1970/01/23 10:10:00.000;Variant 50;50;false;;1;
1041;Inform User;System;1970/01/23 10:03:00.000;1970/01/23 10:03:00.000;Variant 50;50;;;;
1041;Restart Repair;System;1970/01/23 10:16:00.000;1970/01/23 10:16:00.000;Variant 50;50;;;;
1041;Repair (Simple);SolverS1;1970/01/23 10:16:00.000;1970/01/23 10:22:00.000;Variant 50;50;;;;
1041;Test Repair;Tester5;1970/01/23 10:22:00.000;1970/01/23 10:31:00.000;Variant 50;50;false;;2;
1041;Restart Repair;System;1970/01/23 10:40:00.000;1970/01/23 10:40:00.000;Variant 50;50;;;;
1041;Repair (Simple);SolverS2;1970/01/23 10:40:00.000;1970/01/23 10:55:00.000;Variant 50;50;;;;
1041;Test Repair;Tester3;1970/01/23 10:55:00.000;1970/01/23 11:05:00.000;Variant 50;50;false;;3;
1042;Register;System;1970/01/22 09:48:00.000;1970/01/22 09:48:00.000;Variant 12;12;;;;
1042;Analyze Defect;Tester6;1970/01/22 09:48:00.000;1970/01/22 09:54:00.000;Variant 12;12;;6;;T1
1042;Repair (Simple);SolverS3;1970/01/22 10:16:00.000;1970/01/22 10:35:00.000;Variant 12;12;;;;
1042;Test Repair;Tester3;1970/01/22 10:35:00.000;1970/01/22 10:41:00.000;Variant 12;12;true;;1;
1042;Inform User;System;1970/01/22 10:36:00.000;1970/01/22 10:36:00.000;Variant 12;12;;;;
1043;Register;System;1970/01/23 01:12:00.000;1970/01/23 01:12:00.000;Variant 12;12;;;;
1043;Analyze Defect;Tester2;1970/01/23 01:12:00.000;1970/01/23 01:19:00.000;Variant 12;12;;5;;T3
1043;Repair (Simple);SolverS3;1970/01/23 01:20:00.000;1970/01/23 01:33:00.000;Variant 12;12;;;;
1043;Test Repair;Tester1;1970/01/23 01:33:00.000;1970/01/23 01:42:00.000;Variant 12;12;true;;1;
1043;Inform User;System;1970/01/23 01:41:00.000;1970/01/23 01:41:00.000;Variant 12;12;;;;
1044;Register;System;1970/01/23 03:39:00.000;1970/01/23 03:39:00.000;Variant 26;26;;;;
1044;Analyze Defect;Tester2;1970/01/23 03:39:00.000;1970/01/23 03:48:00.000;Variant 26;26;;7;;T1
1044;Inform User;System;1970/01/23 04:05:00.000;1970/01/23 04:05:00.000;Variant 26;26;;;;
1044;Repair (Complex);SolverC3;1970/01/23 04:05:00.000;1970/01/23 04:52:00.000;Variant 26;26;;;;
1044;Test Repair;Tester3;1970/01/23 04:52:00.000;1970/01/23 05:01:00.000;Variant 26;26;true;;0;
1045;Register;System;1970/01/22 17:32:00.000;1970/01/22 17:32:00.000;Variant 12;12;;;;
1045;Analyze Defect;Tester1;1970/01/22 17:32:00.000;1970/01/22 17:39:00.000;Variant 12;12;;1;;T3
1045;Repair (Simple);SolverS3;1970/01/22 17:43:00.000;1970/01/22 17:58:00.000;Variant 12;12;;;;
1045;Test Repair;Tester1;1970/01/22 17:58:00.000;1970/01/22 18:04:00.000;Variant 12;12;true;;1;
1045;Inform User;System;1970/01/22 18:07:00.000;1970/01/22 18:07:00.000;Variant 12;12;;;;
1046;Register;System;1970/01/23 07:37:00.000;1970/01/23 07:37:00.000;Variant 10;10;;;;
1046;Analyze Defect;Tester5;1970/01/23 07:37:00.000;1970/01/23 07:43:00.000;Variant 10;10;;7;;T3
1046;Repair (Complex);SolverC1;1970/01/23 07:51:00.000;1970/01/23 08:09:00.000;Variant 10;10;;;;
1046;Inform User;System;1970/01/23 08:06:00.000;1970/01/23 08:06:00.000;Variant 10;10;;;;
1046;Test Repair;Tester5;1970/01/23 08:09:00.000;1970/01/23 08:18:00.000;Variant 10;10;true;;0;
1047;Register;System;1970/01/23 11:15:00.000;1970/01/23 11:15:00.000;Variant 35;35;;;;
1047;Analyze Defect;Tester2;1970/01/23 11:15:00.000;1970/01/23 11:20:00.000;Variant 35;35;;2;;T1
1047;Repair (Simple);SolverS2;1970/01/23 11:33:00.000;1970/01/23 11:39:00.000;Variant 35;35;;;;
1047;Test Repair;Tester3;1970/01/23 11:39:00.000;1970/01/23 11:46:00.000;Variant 35;35;false;;1;
1047;Inform User;System;1970/01/23 11:49:00.000;1970/01/23 11:49:00.000;Variant 35;35;;;;
1047;Restart Repair;System;1970/01/23 11:51:00.000;1970/01/23 11:51:00.000;Variant 35;35;;;;
1047;Repair (Simple);SolverS2;1970/01/23 11:51:00.000;1970/01/23 12:00:00.000;Variant 35;35;;;;
1047;Test Repair;Tester2;1970/01/23 12:00:00.000;1970/01/23 12:10:00.000;Variant 35;35;true;;2;
1048;Register;System;1970/01/23 08:02:00.000;1970/01/23 08:02:00.000;Variant 26;26;;;;
1048;Analyze Defect;Tester2;1970/01/23 08:02:00.000;1970/01/23 08:11:00.000;Variant 26;26;;7;;T3
1048;Inform User;System;1970/01/23 08:30:00.000;1970/01/23 08:30:00.000;Variant 26;26;;;;
1048;Repair (Complex);SolverC1;1970/01/23 08:33:00.000;1970/01/23 08:47:00.000;Variant 26;26;;;;
1048;Test Repair;Tester3;1970/01/23 08:47:00.000;1970/01/23 08:55:00.000;Variant 26;26;true;;0;
1049;Register;System;1970/01/22 09:36:00.000;1970/01/22 09:36:00.000;Variant 13;13;;;;
1049;Analyze Defect;Tester5;1970/01/22 09:36:00.000;1970/01/22 09:45:00.000;Variant 13;13;;8;;T2
1049;Repair (Complex);SolverC2;1970/01/22 09:49:00.000;1970/01/22 10:08:00.000;Variant 13;13;;;;
1049;Test Repair;Tester6;1970/01/22 10:08:00.000;1970/01/22 10:13:00.000;Variant 13;13;true;;0;
1049;Inform User;System;1970/01/22 10:34:00.000;1970/01/22 10:34:00.000;Variant 13;13;;;;
105;Register;System;1970/01/03 03:16:00.000;1970/01/03 03:16:00.000;Variant 1;1;;;;
105;Analyze Defect;Tester4;1970/01/03 03:16:00.000;1970/01/03 03:22:00.000;Variant 1;1;;9;;T1
105;Repair (Complex);SolverC3;1970/01/03 03:40:00.000;1970/01/03 04:29:00.000;Variant 1;1;;;;
105;Inform User;System;1970/01/03 04:00:00.000;1970/01/03 04:00:00.000;Variant 1;1;;;;
105;Test Repair;Tester2;1970/01/03 04:29:00.000;1970/01/03 04:39:00.000;Variant 1;1;true;;0;
105;Archive Repair;System;1970/01/03 04:44:00.000;1970/01/03 04:44:00.000;Variant 1;1;true;;0;
1050;Register;System;1970/01/22 14:29:00.000;1970/01/22 14:29:00.000;Variant 21;21;;;;
1050;Analyze Defect;Tester6;1970/01/22 14:29:00.000;1970/01/22 14:36:00.000;Variant 21;21;;3;;T2
1050;Repair (Simple);SolverS3;1970/01/22 14:50:00.000;1970/01/22 15:04:00.000;Variant 21;21;;;;
1050;Inform User;System;1970/01/22 15:01:00.000;1970/01/22 15:01:00.000;Variant 21;21;;;;
1050;Test Repair;Tester3;1970/01/22 15:04:00.000;1970/01/22 15:11:00.000;Variant 21;21;true;;1;
1051;Register;System;1970/01/23 12:39:00.000;1970/01/23 12:39:00.000;Variant 45;45;;;;
1051;Analyze Defect;Tester2;1970/01/23 12:39:00.000;1970/01/23 12:45:00.000;Variant 45;45;;1;;T2
1051;Repair (Simple);SolverS1;1970/01/23 13:06:00.000;1970/01/23 13:12:00.000;Variant 45;45;;;;
1051;Inform User;System;1970/01/23 13:12:00.000;1970/01/23 13:12:00.000;Variant 45;45;;;;
1051;Test Repair;Tester3;1970/01/23 13:12:00.000;1970/01/23 13:22:00.000;Variant 45;45;false;;1;
1051;Restart Repair;System;1970/01/23 13:27:00.000;1970/01/23 13:27:00.000;Variant 45;45;;;;
1051;Repair (Simple);SolverS2;1970/01/23 13:27:00.000;1970/01/23 13:35:00.000;Variant 45;45;;;;
1051;Test Repair;Tester1;1970/01/23 13:35:00.000;1970/01/23 13:40:00.000;Variant 45;45;true;;2;
1052;Register;System;1970/01/22 17:57:00.000;1970/01/22 17:57:00.000;Variant 10;10;;;;
1052;Analyze Defect;Tester2;1970/01/22 17:57:00.000;1970/01/22 18:03:00.000;Variant 10;10;;7;;T3
1052;Repair (Complex);SolverC1;1970/01/22 18:19:00.000;1970/01/22 18:36:00.000;Variant 10;10;;;;
1052;Inform User;System;1970/01/22 18:19:00.000;1970/01/22 18:19:00.000;Variant 10;10;;;;
1052;Test Repair;Tester2;1970/01/22 18:36:00.000;1970/01/22 18:42:00.000;Variant 10;10;true;;0;
1053;Register;System;1970/01/22 17:17:00.000;1970/01/22 17:17:00.000;Variant 12;12;;;;
1053;Analyze Defect;Tester2;1970/01/22 17:17:00.000;1970/01/22 17:27:00.000;Variant 12;12;;2;;T1
1053;Repair (Simple);SolverS2;1970/01/22 17:43:00.000;1970/01/22 17:49:00.000;Variant 12;12;;;;
1053;Test Repair;Tester3;1970/01/22 17:49:00.000;1970/01/22 17:55:00.000;Variant 12;12;true;;1;
1053;Inform User;System;1970/01/22 18:14:00.000;1970/01/22 18:14:00.000;Variant 12;12;;;;
1054;Register;System;1970/01/23 11:51:00.000;1970/01/23 11:51:00.000;Variant 29;29;;;;
1054;Analyze Defect;Tester4;1970/01/23 11:51:00.000;1970/01/23 12:00:00.000;Variant 29;29;;2;;T3
1054;Inform User;System;1970/01/23 12:27:00.000;1970/01/23 12:27:00.000;Variant 29;29;;;;
1054;Repair (Simple);SolverS2;1970/01/23 12:28:00.000;1970/01/23 12:34:00.000;Variant 29;29;;;;
1054;Test Repair;Tester3;1970/01/23 12:34:00.000;1970/01/23 12:40:00.000;Variant 29;29;true;;1;
1055;Register;System;1970/01/22 13:14:00.000;1970/01/22 13:14:00.000;Variant 12;12;;;;
1055;Analyze Defect;Tester2;1970/01/22 13:14:00.000;1970/01/22 13:23:00.000;Variant 12;12;;2;;T3
1055;Repair (Simple);SolverS2;1970/01/22 13:46:00.000;1970/01/22 13:57:00.000;Variant 12;12;;;;
1055;Test Repair;Tester2;1970/01/22 13:57:00.000;1970/01/22 14:07:00.000;Variant 12;12;true;;1;
1055;Inform User;System;1970/01/22 14:09:00.000;1970/01/22 14:09:00.000;Variant 12;12;;;;
1056;Register;System;1970/01/22 09:35:00.000;1970/01/22 09:35:00.000;Variant 33;33;;;;
1056;Analyze Defect;Tester4;1970/01/22 09:35:00.000;1970/01/22 09:41:00.000;Variant 33;33;;2;;T3
1056;Repair (Simple);SolverS1;1970/01/22 09:46:00.000;1970/01/22 09:51:00.000;Variant 33;33;;;;
1056;Test Repair;Tester3;1970/01/22 09:51:00.000;1970/01/22 09:59:00.000;Variant 33;33;false;;1;
1056;Restart Repair;System;1970/01/22 10:08:00.000;1970/01/22 10:08:00.000;Variant 33;33;;;;
1056;Repair (Simple);SolverS2;1970/01/22 10:08:00.000;1970/01/22 10:20:00.000;Variant 33;33;;;;
1056;Inform User;System;1970/01/22 10:19:00.000;1970/01/22 10:19:00.000;Variant 33;33;;;;
1056;Test Repair;Tester2;1970/01/22 10:20:00.000;1970/01/22 10:30:00.000;Variant 33;33;true;;2;
1057;Register;System;1970/01/23 23:43:00.000;1970/01/23 23:43:00.000;Variant 26;26;;;;
1057;Analyze Defect;Tester3;1970/01/23 23:43:00.000;1970/01/23 23:48:00.000;Variant 26;26;;7;;T2
1057;Inform User;System;1970/01/24 00:06:00.000;1970/01/24 00:06:00.000;Variant 26;26;;;;
1057;Repair (Complex);SolverC2;1970/01/24 00:16:00.000;1970/01/24 00:30:00.000;Variant 26;26;;;;
1057;Test Repair;Tester4;1970/01/24 00:30:00.000;1970/01/24 00:38:00.000;Variant 26;26;true;;0;
1058;Register;System;1970/01/23 22:58:00.000;1970/01/23 22:58:00.000;Variant 51;51;;;;
1058;Analyze Defect;Tester3;1970/01/23 22:58:00.000;1970/01/23 23:06:00.000;Variant 51;51;;5;;T1
1058;Inform User;System;1970/01/23 23:23:00.000;1970/01/23 23:23:00.000;Variant 51;51;;;;
1058;Repair (Simple);SolverS2;1970/01/23 23:31:00.000;1970/01/23 23:42:00.000;Variant 51;51;;;;
1058;Test Repair;Tester1;1970/01/23 23:42:00.000;1970/01/23 23:50:00.000;Variant 51;51;false;;1;
1058;Restart Repair;System;1970/01/23 23:57:00.000;1970/01/23 23:57:00.000;Variant 51;51;;;;
1058;Repair (Complex);SolverC1;1970/01/23 23:57:00.000;1970/01/24 00:16:00.000;Variant 51;51;;;;
1058;Test Repair;Tester6;1970/01/24 00:16:00.000;1970/01/24 00:25:00.000;Variant 51;51;true;;1;
1059;Register;System;1970/01/24 00:04:00.000;1970/01/24 00:04:00.000;Variant 13;13;;;;
1059;Analyze Defect;Tester5;1970/01/24 00:04:00.000;1970/01/24 00:11:00.000;Variant 13;13;;7;;T2
1059;Repair (Complex);SolverC1;1970/01/24 00:25:00.000;1970/01/24 00:43:00.000;Variant 13;13;;;;
1059;Test Repair;Tester6;1970/01/24 00:43:00.000;1970/01/24 00:50:00.000;Variant 13;13;true;;0;
1059;Inform User;System;1970/01/24 00:59:00.000;1970/01/24 00:59:00.000;Variant 13;13;;;;
106;Register;System;1970/01/03 17:58:00.000;1970/01/03 17:58:00.000;Variant 5;5;;;;
106;Analyze Defect;Tester3;1970/01/03 17:58:00.000;1970/01/03 18:05:00.000;Variant 5;5;;4;;T1
106;Repair (Simple);SolverS2;1970/01/03 18:10:00.000;1970/01/03 18:23:00.000;Variant 5;5;;;;
106;Inform User;System;1970/01/03 18:20:00.000;1970/01/03 18:20:00.000;Variant 5;5;;;;
106;Test Repair;Tester6;1970/01/03 18:23:00.000;1970/01/03 18:33:00.000;Variant 5;5;true;;1;
106;Archive Repair;System;1970/01/03 18:38:00.000;1970/01/03 18:38:00.000;Variant 5;5;true;;1;
1060;Register;System;1970/01/23 09:19:00.000;1970/01/23 09:19:00.000;Variant 13;13;;;;
1060;Analyze Defect;Tester2;1970/01/23 09:19:00.000;1970/01/23 09:29:00.000;Variant 13;13;;6;;T2
1060;Repair (Complex);SolverC1;1970/01/23 09:30:00.000;1970/01/23 09:45:00.000;Variant 13;13;;;;
1060;Test Repair;Tester5;1970/01/23 09:45:00.000;1970/01/23 09:53:00.000;Variant 13;13;true;;0;
1060;Inform User;System;1970/01/23 09:57:00.000;1970/01/23 09:57:00.000;Variant 13;13;;;;
1061;Register;System;1970/01/24 00:07:00.000;1970/01/24 00:07:00.000;Variant 33;33;;;;
1061;Analyze Defect;Tester6;1970/01/24 00:07:00.000;1970/01/24 00:13:00.000;Variant 33;33;;2;;T3
1061;Repair (Simple);SolverS1;1970/01/24 00:18:00.000;1970/01/24 00:24:00.000;Variant 33;33;;;;
1061;Test Repair;Tester2;1970/01/24 00:24:00.000;1970/01/24 00:30:00.000;Variant 33;33;false;;1;
1061;Restart Repair;System;1970/01/24 00:40:00.000;1970/01/24 00:40:00.000;Variant 33;33;;;;
1061;Repair (Simple);SolverS3;1970/01/24 00:40:00.000;1970/01/24 00:54:00.000;Variant 33;33;;;;
1061;Inform User;System;1970/01/24 00:45:00.000;1970/01/24 00:45:00.000;Variant 33;33;;;;
1061;Test Repair;Tester4;1970/01/24 00:54:00.000;1970/01/24 01:00:00.000;Variant 33;33;true;;2;
1062;Register;System;1970/01/24 01:42:00.000;1970/01/24 01:42:00.000;Variant 12;12;;;;
1062;Analyze Defect;Tester6;1970/01/24 01:42:00.000;1970/01/24 01:51:00.000;Variant 12;12;;5;;T3
1062;Repair (Simple);SolverS2;1970/01/24 01:54:00.000;1970/01/24 02:06:00.000;Variant 12;12;;;;
1062;Test Repair;Tester3;1970/01/24 02:06:00.000;1970/01/24 02:14:00.000;Variant 12;12;true;;1;
1062;Inform User;System;1970/01/24 02:25:00.000;1970/01/24 02:25:00.000;Variant 12;12;;;;
1063;Register;System;1970/01/22 15:57:00.000;1970/01/22 15:57:00.000;Variant 12;12;;;;
1063;Analyze Defect;Tester3;1970/01/22 15:57:00.000;1970/01/22 16:05:00.000;Variant 12;12;;2;;T1
1063;Repair (Simple);SolverS3;1970/01/22 16:11:00.000;1970/01/22 16:27:00.000;Variant 12;12;;;;
1063;Test Repair;Tester2;1970/01/22 16:27:00.000;1970/01/22 16:35:00.000;Variant 12;12;true;;1;
1063;Inform User;System;1970/01/22 16:50:00.000;1970/01/22 16:50:00.000;Variant 12;12;;;;
1064;Register;System;1970/01/23 23:13:00.000;1970/01/23 23:13:00.000;Variant 13;13;;;;
1064;Analyze Defect;Tester2;1970/01/23 23:13:00.000;1970/01/23 23:18:00.000;Variant 13;13;;7;;T3
1064;Repair (Complex);SolverC1;1970/01/23 23:32:00.000;1970/01/23 23:43:00.000;Variant 13;13;;;;
1064;Test Repair;Tester6;1970/01/23 23:43:00.000;1970/01/23 23:49:00.000;Variant 13;13;true;;0;
1064;Inform User;System;1970/01/23 23:58:00.000;1970/01/23 23:58:00.000;Variant 13;13;;;;
1065;Register;System;1970/01/23 15:10:00.000;1970/01/23 15:10:00.000;Variant 10;10;;;;
1065;Analyze Defect;Tester3;1970/01/23 15:10:00.000;1970/01/23 15:19:00.000;Variant 10;10;;7;;T1
1065;Repair (Complex);SolverC3;1970/01/23 15:25:00.000;1970/01/23 16:09:00.000;Variant 10;10;;;;
1065;Inform User;System;1970/01/23 15:43:00.000;1970/01/23 15:43:00.000;Variant 10;10;;;;
1065;Test Repair;Tester1;1970/01/23 16:09:00.000;1970/01/23 16:18:00.000;Variant 10;10;true;;0;
1066;Register;System;1970/01/23 23:48:00.000;1970/01/23 23:48:00.000;Variant 21;21;;;;
1066;Analyze Defect;Tester4;1970/01/23 23:48:00.000;1970/01/23 23:58:00.000;Variant 21;21;;3;;T3
1066;Repair (Simple);SolverS2;1970/01/24 00:11:00.000;1970/01/24 00:22:00.000;Variant 21;21;;;;
1066;Inform User;System;1970/01/24 00:22:00.000;1970/01/24 00:22:00.000;Variant 21;21;;;;
1066;Test Repair;Tester4;1970/01/24 00:22:00.000;1970/01/24 00:28:00.000;Variant 21;21;true;;1;
1067;Register;System;1970/01/24 01:13:00.000;1970/01/24 01:13:00.000;Variant 44;44;;;;
1067;Analyze Defect;Tester3;1970/01/24 01:13:00.000;1970/01/24 01:20:00.000;Variant 44;44;;6;;T1
1067;Repair (Simple);SolverS1;1970/01/24 01:39:00.000;1970/01/24 01:45:00.000;Variant 44;44;;;;
1067;Test Repair;Tester3;1970/01/24 01:45:00.000;1970/01/24 01:53:00.000;Variant 44;44;false;;1;
1067;Restart Repair;System;1970/01/24 01:58:00.000;1970/01/24 01:58:00.000;Variant 44;44;;;;
1067;Repair (Complex);SolverC2;1970/01/24 01:58:00.000;1970/01/24 02:10:00.000;Variant 44;44;;;;
1067;Inform User;System;1970/01/24 02:01:00.000;1970/01/24 02:01:00.000;Variant 44;44;;;;
1067;Test Repair;Tester2;1970/01/24 02:10:00.000;1970/01/24 02:20:00.000;Variant 44;44;true;;1;
1068;Register;System;1970/01/23 05:48:00.000;1970/01/23 05:48:00.000;Variant 12;12;;;;
1068;Analyze Defect;Tester4;1970/01/23 05:48:00.000;1970/01/23 05:57:00.000;Variant 12;12;;4;;T3
1068;Repair (Simple);SolverS2;1970/01/23 06:22:00.000;1970/01/23 06:34:00.000;Variant 12;12;;;;
1068;Test Repair;Tester1;1970/01/23 06:34:00.000;1970/01/23 06:41:00.000;Variant 12;12;true;;1;
1068;Inform User;System;1970/01/23 06:40:00.000;1970/01/23 06:40:00.000;Variant 12;12;;;;
1069;Register;System;1970/01/23 21:00:00.000;1970/01/23 21:00:00.000;Variant 10;10;;;;
1069;Analyze Defect;Tester3;1970/01/23 21:00:00.000;1970/01/23 21:08:00.000;Variant 10;10;;5;;T2
1069;Repair (Complex);SolverC2;1970/01/23 21:34:00.000;1970/01/23 21:50:00.000;Variant 10;10;;;;
1069;Inform User;System;1970/01/23 21:42:00.000;1970/01/23 21:42:00.000;Variant 10;10;;;;
1069;Test Repair;Tester3;1970/01/23 21:50:00.000;1970/01/23 21:55:00.000;Variant 10;10;true;;0;
107;Register;System;1970/01/03 08:58:00.000;1970/01/03 08:58:00.000;Variant 5;5;;;;
107;Analyze Defect;Tester3;1970/01/03 08:58:00.000;1970/01/03 09:05:00.000;Variant 5;5;;5;;T3
107;Repair (Simple);SolverS3;1970/01/03 09:10:00.000;1970/01/03 09:28:00.000;Variant 5;5;;;;
107;Inform User;System;1970/01/03 09:24:00.000;1970/01/03 09:24:00.000;Variant 5;5;;;;
107;Test Repair;Tester1;1970/01/03 09:28:00.000;1970/01/03 09:34:00.000;Variant 5;5;true;;1;
107;Archive Repair;System;1970/01/03 09:43:00.000;1970/01/03 09:43:00.000;Variant 5;5;true;;1;
1070;Register;System;1970/01/23 07:58:00.000;1970/01/23 07:58:00.000;Variant 48;48;;;;
1070;Analyze Defect;Tester3;1970/01/23 07:58:00.000;1970/01/23 08:06:00.000;Variant 48;48;;3;;T3
1070;Inform User;System;1970/01/23 08:24:00.000;1970/01/23 08:24:00.000;Variant 48;48;;;;
1070;Repair (Simple);SolverS1;1970/01/23 08:29:00.000;1970/01/23 08:34:00.000;Variant 48;48;;;;
1070;Test Repair;Tester3;1970/01/23 08:34:00.000;1970/01/23 08:42:00.000;Variant 48;48;false;;1;
1070;Restart Repair;System;1970/01/23 08:48:00.000;1970/01/23 08:48:00.000;Variant 48;48;;;;
1070;Repair (Simple);SolverS1;1970/01/23 08:48:00.000;1970/01/23 08:53:00.000;Variant 48;48;;;;
1070;Test Repair;Tester4;1970/01/23 08:53:00.000;1970/01/23 08:58:00.000;Variant 48;48;false;;2;
1070;Restart Repair;System;1970/01/23 09:07:00.000;1970/01/23 09:07:00.000;Variant 48;48;;;;
1070;Repair (Simple);SolverS2;1970/01/23 09:07:00.000;1970/01/23 09:19:00.000;Variant 48;48;;;;
1070;Test Repair;Tester1;1970/01/23 09:19:00.000;1970/01/23 09:28:00.000;Variant 48;48;true;;3;
1071;Register;System;1970/01/23 17:19:00.000;1970/01/23 17:19:00.000;Variant 21;21;;;;
1071;Analyze Defect;Tester1;1970/01/23 17:19:00.000;1970/01/23 17:25:00.000;Variant 21;21;;1;;T3
1071;Repair (Simple);SolverS2;1970/01/23 17:47:00.000;1970/01/23 17:56:00.000;Variant 21;21;;;;
